20090101    180711   32.5700   105.2380      2.000  1.6    0.00    0.00   0.00          2 0
20090101   2352945   32.5720   105.2740     14.000  1.8    0.00    0.00   0.00          4 0
20090101   3000885   32.3210   105.0430     18.000  2.0    0.00    0.00   0.00          5 0
20090101   4145576   32.2770   104.9610     16.000  2.9    0.00    0.00   0.00          7 0
20090101   5242418   37.7350   102.2390      6.000  1.8    0.00    0.00   0.00          8 0
20090102   2273652   32.5680   105.2880      8.000  1.2    0.00    0.00   0.00         20 0
20090102   9063318   32.6540   105.4130     11.000  2.0    0.00    0.00   0.00         23 0
20090102  10230723   37.4110   102.9340      7.000  2.1    0.00    0.00   0.00         24 0
20090102  16541875   32.5800   105.2850     11.000  1.7    0.00    0.00   0.00         26 0
20090102  18174608   32.6270   105.3920     14.000  2.1    0.00    0.00   0.00         27 0
20090102  18304778   32.1110   104.5330     14.000  1.9    0.00    0.00   0.00         28 0
20090102  21234024   32.2610   104.9440     22.000  3.9    0.00    0.00   0.00         30 0
20090103    183389   32.4180   105.0730     15.000  1.2    0.00    0.00   0.00         33 0
20090103   5033134   35.6470   105.4770      7.000  1.5    0.00    0.00   0.00         38 0
20090103  10084147   32.5270   105.2020      9.000  1.9    0.00    0.00   0.00         40 0
20090103  12373071   32.8440   105.4410     10.000  2.7    0.00    0.00   0.00         41 0
20090103  15224803   32.3360   104.9340     11.000  2.3    0.00    0.00   0.00         43 0
20090103  18565340   39.2140   100.4900     12.000  1.8    0.00    0.00   0.00         46 0
20090103  23051922   38.7490   102.5170      7.000  2.9    0.00    0.00   0.00         50 0
20090104   1231956   37.5450   102.7010      9.000  1.8    0.00    0.00   0.00         52 0
20090104   1445960   32.4990   105.1660      7.000  1.4    0.00    0.00   0.00         54 0
20090104   2051200   32.7970   105.6570      9.000  1.8    0.00    0.00   0.00         57 0
20090104   4375628   32.4850   105.1500     14.000  1.6    0.00    0.00   0.00         58 0
20090104   5444924   32.3970   105.1120     18.000  2.6    0.00    0.00   0.00         59 0
20090104   6043597   32.5340   105.1860     15.000  1.4    0.00    0.00   0.00         60 0
20090104   9530291   32.5750   105.2970      8.000  1.8    0.00    0.00   0.00         61 0
20090104  10345691   32.3520   104.9900      5.000  2.9    0.00    0.00   0.00         62 0
20090104  11572040   32.5890   105.2830     10.000  2.0    0.00    0.00   0.00         63 0
20090104  20481290   32.4920   105.1270      8.000  1.5    0.00    0.00   0.00         70 0
20090105   3025434   32.3390   104.9450     16.000  1.4    0.00    0.00   0.00         74 0
20090105   3092448   32.4110   105.0480      7.000  1.2    0.00    0.00   0.00         75 0
20090105   3333192   32.2690   104.8680     12.000  2.0    0.00    0.00   0.00         76 0
20090105   5410130   32.5530   105.2670     12.000  1.3    0.00    0.00   0.00         79 0
20090105   8505879   35.2370   106.7300      7.000  2.5    0.00    0.00   0.00         81 0
20090105  10353465   32.4630   105.1170      6.000  1.9    0.00    0.00   0.00         85 0
20090105  11040646   35.2500   104.5100      8.000  2.3    0.00    0.00   0.00         86 0
20090105  16194385   32.5100   105.2010     14.000  2.5    0.00    0.00   0.00         88 0
20090105  16442639   34.0480   103.8700      8.000  2.9    0.00    0.00   0.00         90 0
20090106   2411109   32.5890   105.2730     20.000  1.9    0.00    0.00   0.00         94 0
20090106   3032839   32.6320   105.4140      8.000  1.1    0.00    0.00   0.00         95 0
20090106   9392266   32.6600   105.3840      4.000  1.9    0.00    0.00   0.00        103 0
20090106  17312080   32.3000   104.8870     12.000  2.2    0.00    0.00   0.00        106 0
20090106  18274882   32.6260   105.3150     15.000  2.2    0.00    0.00   0.00        108 0
20090107   2175731   32.3960   105.0060     11.000  2.1    0.00    0.00   0.00        115 0
20090107   2332703   32.9990   105.5490      5.000  1.1    0.00    0.00   0.00        116 0
20090107   5045225   32.6230   105.2640     16.000  1.4    0.00    0.00   0.00        124 0
20090107   6265429   32.6840   105.0750     10.000  1.4    0.00    0.00   0.00        127 0
20090107   7010940   32.3800   105.0940      7.000  1.9    0.00    0.00   0.00        128 0
20090107   7074205   32.3790   105.0240     10.000  2.0    0.00    0.00   0.00        129 0
20090107  13221850   32.0900   104.4000     26.000  4.0    0.00    0.00   0.00        132 0
20090107  17471284   32.4030   105.0530     12.000  2.6    0.00    0.00   0.00        134 0
20090107  18134650   32.3320   104.9310     15.000  2.2    0.00    0.00   0.00        135 0
20090107  18235352   34.7860   104.7400      6.000  2.3    0.00    0.00   0.00        136 0
20090107  18283708   37.2130   104.6570      7.000  1.7    0.00    0.00   0.00        137 0
20090107  20541360   32.5420   105.2330     14.000  1.9    0.00    0.00   0.00        139 0
20090108   3421577   32.6090   105.3580     16.000  1.3    0.00    0.00   0.00        145 0
20090108   7174213   32.1180   104.3900     18.000  1.7    0.00    0.00   0.00        149 0
20090108   8261622   33.3910   104.6860      5.000  1.8    0.00    0.00   0.00        150 0
20090108  12072922   32.5290   105.2520     10.000  1.6    0.00    0.00   0.00        152 0
20090108  15031394   36.3480   103.3430      4.000  2.4    0.00    0.00   0.00        155 0
20090108  18513768   32.2700   104.9320      4.000  2.0    0.00    0.00   0.00        159 0
20090108  23233024   32.5980   105.3540      9.000  1.1    0.00    0.00   0.00        164 0
20090109   5170194   32.5530   105.1700     10.000  1.3    0.00    0.00   0.00        173 0
20090109   6061958   32.5030   105.2070      5.000  1.5    0.00    0.00   0.00        174 0
20090109   6161550   32.6470   105.3290      9.000  2.3    0.00    0.00   0.00        175 0
20090109   6501890   32.6060   105.3070     15.000  1.7    0.00    0.00   0.00        177 0
20090109  12304041   32.3790   105.0770     17.000  3.3    0.00    0.00   0.00        183 0
20090109  15470307   32.3370   105.0680     11.000  2.1    0.00    0.00   0.00        188 0
20090109  18131270   36.3740   101.5910      7.000  1.6    0.00    0.00   0.00        190 0
20090109  19550940   32.1410   104.6430     12.000  2.2    0.00    0.00   0.00        193 0
20090109  19571174   32.7320   105.3520     13.000  1.6    0.00    0.00   0.00        194 0
20090109  22345182   33.6890   105.5790      9.000  2.7    0.00    0.00   0.00        199 0
20090110   4073643   32.0800   105.0050     12.000  2.5    0.00    0.00   0.00        206 0
20090110   4555027   33.7090   104.2130      9.000  2.8    0.00    0.00   0.00        208 0
20090110   5171401   35.2270   106.6060     10.000  2.1    0.00    0.00   0.00        209 0
20090110   8300786   32.5510   105.2390     14.000  2.0    0.00    0.00   0.00        212 0
20090110  10495129   32.5950   105.2440      5.000  1.8    0.00    0.00   0.00        215 0
20090110  11122498   32.1580   104.6530     11.000  2.0    0.00    0.00   0.00        216 0
20090110  21225132   32.1850   104.6420     19.000  1.9    0.00    0.00   0.00        218 0
20090111    580764   32.5000   105.0970     11.000  2.6    0.00    0.00   0.00        221 0
20090111   1431020   32.3130   104.9110      8.000  2.1    0.00    0.00   0.00        222 0
20090111   4011958   32.5320   105.2110     16.000  0.8    0.00    0.00   0.00        224 0
20090111   4260828   32.6120   105.3650     12.000  0.8    0.00    0.00   0.00        225 0
20090111   5315219   32.3910   105.0860     12.000  1.1    0.00    0.00   0.00        227 0
20090111  11064664   32.5440   105.2420     12.000  2.6    0.00    0.00   0.00        231 0
20090111  21380260   32.6640   105.3460     13.000  1.9    0.00    0.00   0.00        242 0
20090112   1023739   32.4230   105.1620     11.000  2.0    0.00    0.00   0.00        244 0
20090112   2421827   32.4410   105.1430     18.000  1.3    0.00    0.00   0.00        248 0
20090112   4045160   32.9800   105.5980      8.000  1.4    0.00    0.00   0.00        250 0
20090112   8205704   32.0580   104.1680     13.000  2.7    0.00    0.00   0.00        254 0
20090112   9013790   32.6160   105.4020     14.000  2.1    0.00    0.00   0.00        255 0
20090112   9065292   40.2740   106.7390      2.000  2.7    0.00    0.00   0.00        256 0
20090112  12211899   32.6420   105.3210     11.000  3.2    0.00    0.00   0.00        257 0
20090112  12445353   32.4870   105.1670     14.000  1.8    0.00    0.00   0.00        258 0
20090112  16462717   36.0780   100.0430      8.000  2.3    0.00    0.00   0.00        263 0
20090112  17573524   32.2740   104.8540     16.000  2.7    0.00    0.00   0.00        264 0
20090112  18302982   32.8450   105.4530      8.000  2.9    0.00    0.00   0.00        265 0
20090112  19082768   32.4410   105.1090     13.000  1.8    0.00    0.00   0.00        267 0
20090112  22304620   32.6790   105.3820     20.000  1.7    0.00    0.00   0.00        269 0
20090113    344372   32.6690   105.3610     12.000  1.2    0.00    0.00   0.00        270 0
20090113   3570714   40.1470   106.6170      4.000  3.1    0.00    0.00   0.00        275 0
20090113   5353439   32.4370   104.9250     24.000  1.7    0.00    0.00   0.00        280 0
20090113   7022361   32.6180   105.3630     18.000  0.9    0.00    0.00   0.00        282 0
20090113   7234277   32.3540   104.9400      8.000  1.5    0.00    0.00   0.00        284 0
20090113   7481254   32.5970   105.1200      6.000  1.9    0.00    0.00   0.00        285 0
20090113  10230917   32.4400   105.0470     14.000  1.7    0.00    0.00   0.00        287 0
20090113  11285041   33.7700   104.4540      6.000  1.7    0.00    0.00   0.00        290 0
20090113  11534822   32.5310   105.2600     10.000  1.6    0.00    0.00   0.00        291 0
20090113  12493320   32.3640   104.9770     15.000  2.1    0.00    0.00   0.00        293 0
20090113  20234938   35.8800   103.2680     10.000  2.1    0.00    0.00   0.00        299 0
20090114   1561344   33.2180   104.5640      9.000  1.7    0.00    0.00   0.00        311 0
20090114   3050450   35.2600   106.6200      7.000  2.3    0.00    0.00   0.00        313 0
20090114   6544560   32.5110   105.1690     20.000  2.2    0.00    0.00   0.00        319 0
20090114  19093854   38.7300    98.2950      7.000  2.3    0.00    0.00   0.00        325 0
20090114  22132576   32.5120   105.1540     15.000  2.8    0.00    0.00   0.00        328 0
20090115   1110890   32.3450   104.9320      4.000  1.9    0.00    0.00   0.00        329 0
20090115   1292318   32.6540   105.3810      8.000  1.6    0.00    0.00   0.00        331 0
20090115   2551776   32.4790   105.1830     12.000  1.6    0.00    0.00   0.00        333 0
20090115   5561101   37.2820   102.6030      6.000  1.9    0.00    0.00   0.00        338 0
20090115   7051496   32.5240   105.1310     18.000  1.9    0.00    0.00   0.00        339 0
20090115   8263853   39.1660   106.0230      4.000  3.1    0.00    0.00   0.00        340 0
20090115   9041081   32.0660   104.5780     18.000  2.5    0.00    0.00   0.00        341 0
20090115  22543130   32.5850   105.2890     12.000  1.4    0.00    0.00   0.00        354 0
20090116   1074751   37.0620   104.1320     11.000  1.4    0.00    0.00   0.00        356 0
20090116   1394222   32.3440   104.9360     16.000  2.1    0.00    0.00   0.00        357 0
20090116   2420338   32.7000   105.3680     11.000  2.4    0.00    0.00   0.00        358 0
20090116   4185161   32.4180   105.1500      9.000  1.6    0.00    0.00   0.00        360 0
20090116   5200919   32.4550   105.1380     10.000  1.8    0.00    0.00   0.00        361 0
20090116   6114342   32.4990   105.1390     17.000  1.8    0.00    0.00   0.00        364 0
20090116   6230500   32.5600   105.2450      9.000  1.5    0.00    0.00   0.00        365 0
20090116   6531194   32.6240   105.3660     16.000  1.7    0.00    0.00   0.00        366 0
20090116  10230537   32.5420   105.2110      9.000  2.0    0.00    0.00   0.00        371 0
20090116  17121664   36.3770   102.8580      5.000  1.9    0.00    0.00   0.00        373 0
20090116  17162668   35.7090   104.1320      9.000  1.9    0.00    0.00   0.00        374 0
20090116  17392872   35.2780   106.6920      8.000  2.2    0.00    0.00   0.00        375 0
20090116  18094734   38.5290   101.9570      7.000  2.2    0.00    0.00   0.00        376 0
20090116  21191846   32.8190   105.6710      5.000  1.5    0.00    0.00   0.00        377 0
20090116  23023356   32.3300   104.9410     11.000  2.0    0.00    0.00   0.00        379 0
20090116  23180448   32.7560   105.4510      4.000  2.2    0.00    0.00   0.00        380 0
20090117   2111341   32.3090   105.0380      6.000  1.7    0.00    0.00   0.00        381 0
20090117  11061001   32.5270   105.2630     11.000  1.6    0.00    0.00   0.00        388 0
20090117  12002196   36.0690   103.9590      7.000  2.1    0.00    0.00   0.00        389 0
20090117  12053446   32.8440   105.5110      4.000  3.3    0.00    0.00   0.00        390 0
20090117  18181126   34.8990   104.6960      9.000  1.8    0.00    0.00   0.00        392 0
20090118    165708   32.4210   105.1340     24.000  2.8    0.00    0.00   0.00        394 0
20090118   6540064   32.5750   105.1810      5.000  1.8    0.00    0.00   0.00        406 0
20090118   9300797   35.0270   106.8680      6.000  1.9    0.00    0.00   0.00        410 0
20090118  10101416   32.5580   105.2960     11.000  1.8    0.00    0.00   0.00        411 0
20090118  14222296   32.3690   105.0900     15.000  1.8    0.00    0.00   0.00        412 0
20090118  17275872   32.5850   105.3320      7.000  2.3    0.00    0.00   0.00        413 0
20090118  20043650   32.4220   105.0850     16.000  2.0    0.00    0.00   0.00        415 0
20090119    311639   32.4920   105.1550     11.000  1.2    0.00    0.00   0.00        416 0
20090119   2224994   32.8750   105.6420      9.000  0.5    0.00    0.00   0.00        418 0
20090119   2485446   32.6010   105.2340     15.000  1.0    0.00    0.00   0.00        421 0
20090119   3282945   32.6530   105.3480     16.000  1.2    0.00    0.00   0.00        422 0
20090119   3514074   32.6140   105.3680     12.000  1.1    0.00    0.00   0.00        423 0
20090119   4002680   32.5790   105.2670     14.000  1.1    0.00    0.00   0.00        425 0
20090119   7262374   32.5310   105.2180     19.000  1.9    0.00    0.00   0.00        428 0
20090119  12054230   32.2870   105.4570     19.000  2.1    0.00    0.00   0.00        433 0
20090119  12434170   32.8310   105.6390      8.000  1.4    0.00    0.00   0.00        434 0
